date,channel,spend,free_signups,trial_starts,paid_conversions,retained_day_30,retained_day_90,retained_day_180,cost_per_signup,cost_per_trial,cost_per_paid,cost_per_retained_90,is_holdout_period
2024-08-15,tiktok,5068.85,279,73,23,16,12,8,18.17,69.44,220.38,422.4,False
2024-08-15,apple_search,3272.79,91,50,34,29,26,24,35.96,65.46,96.26,125.88,False
2024-08-16,meta,7841.05,340,118,49,41,34,23,23.06,66.45,160.02,230.62,False
2024-08-16,google,9190.98,255,103,51,44,36,28,36.04,89.23,180.22,255.31,False
2024-08-16,tiktok,5609.14,261,66,18,12,9,7,21.49,84.99,311.62,623.24,False
2024-08-16,apple_search,3127.36,80,44,26,23,21,18,39.09,71.08,120.28,148.92,False
2024-08-17,meta,5355.05,228,81,35,27,25,19,23.49,66.11,153.0,214.2,False
2024-08-17,google,8924.42,263,105,58,49,40,36,33.93,84.99,153.87,223.11,False
2024-08-17,tiktok,3654.16,250,66,19,13,8,6,14.62,55.37,192.32,456.77,False
2024-08-17,apple_search,2384.25,66,35,20,17,16,14,36.12,68.12,119.21,149.02,False
2024-08-18,meta,6163.21,246,80,37,31,24,19,25.05,77.04,166.57,256.8,False
2024-08-18,google,10177.73,253,108,55,48,37,32,40.23,94.24,185.05,275.07,False
2024-08-18,tiktok,3358.12,181,42,13,8,6,4,18.55,79.96,258.32,559.69,False
2024-08-18,apple_search,2821.91,73,41,23,21,17,16,38.66,68.83,122.69,165.99,False
2024-08-19,meta,9286.19,315,110,48,39,28,23,29.48,84.42,193.46,331.65,False
2024-08-19,google,11546.6,392,157,80,68,59,41,29.46,73.55,144.33,195.71,False
2024-08-19,tiktok,4185.11,236,61,20,13,9,7,17.73,68.61,209.26,465.01,False
2024-08-19,apple_search,3651.65,91,47,30,27,22,22,40.13,77.69,121.72,165.98,False
2024-08-20,meta,9867.54,390,136,60,51,38,34,25.3,72.56,164.46,259.67,False
2024-08-20,google,8965.46,330,136,75,64,50,50,27.17,65.92,119.54,179.31,False
2024-08-20,tiktok,7445.2,386,92,27,18,13,11,19.29,80.93,275.75,572.71,False
2024-08-20,apple_search,3265.28,61,34,20,17,15,15,53.53,96.04,163.26,217.69,False
2024-08-21,meta,10003.98,361,124,55,45,35,31,27.71,80.68,181.89,285.83,False
2024-08-21,google,11297.81,404,180,90,78,61,57,27.96,62.77,125.53,185.21,False
2024-08-21,tiktok,4661.96,239,60,15,9,7,5,19.51,77.7,310.8,665.99,False
2024-08-21,apple_search,3093.4,67,35,22,20,17,17,46.17,88.38,140.61,181.96,False
2024-08-22,meta,9056.58,307,105,43,35,30,24,29.5,86.25,210.62,301.89,False
2024-08-22,google,12481.32,359,160,82,72,58,52,34.77,78.01,152.21,215.2,False
2024-08-22,tiktok,7311.92,346,87,27,18,13,11,21.13,84.05,270.81,562.46,False
2024-08-22,apple_search,3054.59,81,47,28,24,22,17,37.71,64.99,109.09,138.85,False
2024-08-23,meta,6936.26,282,97,40,34,27,24,24.6,71.51,173.41,256.9,False
2024-08-23,google,8778.9,267,113,58,47,44,33,32.88,77.69,151.36,199.52,False
2024-08-23,tiktok,2446.35,170,41,11,7,6,3,14.39,59.67,222.4,407.72,False
2024-08-23,apple_search,2734.39,79,44,27,23,20,19,34.61,62.15,101.27,136.72,False
2024-08-24,meta,6379.4,262,94,44,34,33,25,24.35,67.87,144.99,193.32,False
2024-08-24,google,9040.02,332,155,74,62,46,45,27.23,58.32,122.16,196.52,False
2024-08-24,tiktok,4933.92,277,66,17,12,9,6,17.81,74.76,290.23,548.21,False
2024-08-24,apple_search,2831.93,63,35,21,18,16,14,44.95,80.91,134.85,177.0,False
2024-08-25,meta,8978.33,287,98,44,34,32,22,31.28,91.62,204.05,280.57,False
2024-08-25,google,9761.38,286,130,69,57,52,42,34.13,75.09,141.47,187.72,False
2024-08-25,tiktok,5648.33,296,71,21,14,11,7,19.08,79.55,268.97,513.48,False
2024-08-25,apple_search,3673.35,89,49,31,27,25,18,41.27,74.97,118.5,146.93,False
2024-08-26,meta,7557.31,266,87,38,31,26,21,28.41,86.87,198.88,290.67,False
2024-08-26,google,9744.39,329,139,75,65,54,42,29.62,70.1,129.93,180.45,False
2024-08-26,tiktok,4430.82,242,59,17,12,8,6,18.31,75.1,260.64,553.85,False
2024-08-26,apple_search,3222.65,78,40,22,19,18,15,41.32,80.57,146.48,179.04,False
2024-08-27,meta,8151.71,325,116,49,41,35,24,25.08,70.27,166.36,232.91,False
2024-08-27,google,9521.95,349,145,67,54,47,37,27.28,65.67,142.12,202.59,False
2024-08-27,tiktok,4737.22,271,72,21,15,11,8,17.48,65.79,225.58,430.66,False
2024-08-27,apple_search,3260.23,67,37,24,21,20,18,48.66,88.11,135.84,163.01,False
2024-08-28,meta,9152.98,371,132,51,41,36,26,24.67,69.34,179.47,254.25,False
2024-08-28,google,10259.85,294,134,75,62,54,43,34.9,76.57,136.8,190.0,False
2024-08-28,tiktok,6081.67,338,87,26,19,12,8,17.99,69.9,233.91,506.81,False
2024-08-28,apple_search,3038.45,67,34,20,17,15,14,45.35,89.37,151.92,202.56,False
2024-08-29,meta,7775.82,294,107,46,37,31,21,26.45,72.67,169.04,250.83,False
2024-08-29,google,7508.17,267,114,65,55,48,39,28.12,65.86,115.51,156.42,False
2024-08-29,tiktok,5650.0,358,79,24,17,12,10,15.78,71.52,235.42,470.83,False
2024-08-29,apple_search,2956.98,77,42,23,19,17,17,38.4,70.4,128.56,173.94,False
2024-08-30,meta,8069.55,318,115,51,43,34,28,25.38,70.17,158.23,237.34,False
2024-08-30,google,8635.71,309,127,69,56,46,44,27.95,68.0,125.16,187.73,False
2024-08-30,tiktok,4361.27,241,62,18,12,10,7,18.1,70.34,242.29,436.13,False
2024-08-30,apple_search,3096.77,78,45,26,22,18,20,39.7,68.82,119.11,172.04,False
2024-08-31,meta,6196.72,247,82,38,30,24,21,25.09,75.57,163.07,258.2,False
2024-08-31,google,7368.12,232,87,42,35,27,22,31.76,84.69,175.43,272.89,False
2024-08-31,tiktok,4446.97,242,66,21,14,11,8,18.38,67.38,211.76,404.27,False
2024-08-31,apple_search,2510.25,57,31,19,16,15,12,44.04,80.98,132.12,167.35,False
2024-09-01,meta,6912.13,277,98,41,34,25,21,24.95,70.53,168.59,276.49,False
2024-09-01,google,10121.68,305,124,70,57,56,44,33.19,81.63,144.6,180.74,False
2024-09-01,tiktok,5342.72,309,87,24,16,12,9,17.29,61.41,222.61,445.23,False
2024-09-01,apple_search,2592.75,70,41,25,22,19,19,37.04,63.24,103.71,136.46,False
2024-09-02,meta,7303.62,339,130,59,48,42,34,21.54,56.18,123.79,173.9,False
2024-09-02,google,9412.5,293,114,60,52,40,35,32.12,82.57,156.88,235.31,False
2024-09-02,tiktok,3455.32,188,48,13,9,6,5,18.38,71.99,265.79,575.89,False
2024-09-02,apple_search,3112.26,75,40,25,21,18,20,41.5,77.81,124.49,172.9,False
2024-09-03,meta,7526.42,290,106,56,44,38,29,25.95,71.0,134.4,198.06,False
2024-09-03,google,9723.38,294,116,60,48,45,36,33.07,83.82,162.06,216.08,False
2024-09-03,tiktok,5746.68,296,72,21,14,10,7,19.41,79.81,273.65,574.67,False
2024-09-03,apple_search,2840.91,59,34,20,18,16,13,48.15,83.56,142.05,177.56,False
2024-09-04,meta,6941.94,345,131,58,47,38,32,20.12,52.99,119.69,182.68,False
2024-09-04,google,9478.03,247,96,49,40,35,27,38.37,98.73,193.43,270.8,False
2024-09-04,tiktok,4171.09,264,66,19,13,10,7,15.8,63.2,219.53,417.11,False
2024-09-04,apple_search,2968.09,74,38,23,21,19,17,40.11,78.11,129.05,156.22,False
2024-09-05,meta,6048.96,272,86,40,32,28,19,22.24,70.34,151.22,216.03,False
2024-09-05,google,11799.41,307,124,61,49,44,41,38.43,95.16,193.43,268.17,False
2024-09-05,tiktok,8621.52,374,98,29,20,14,11,23.05,87.97,297.29,615.82,False
2024-09-05,apple_search,3270.45,79,43,26,23,19,18,41.4,76.06,125.79,172.13,False
2024-09-06,meta,9030.5,370,138,62,51,44,37,24.41,65.44,145.65,205.24,False
2024-09-06,google,6717.85,203,90,46,38,31,26,33.09,74.64,146.04,216.7,False
2024-09-06,tiktok,2848.38,209,52,15,10,8,6,13.63,54.78,189.89,356.05,False
2024-09-06,apple_search,2914.21,72,39,25,22,19,18,40.48,74.72,116.57,153.38,False
2024-09-07,meta,7825.12,248,89,39,32,27,23,31.55,87.92,200.64,289.82,False
2024-09-07,google,10172.01,371,167,88,74,66,56,27.42,60.91,115.59,154.12,False
2024-09-07,tiktok,4037.31,246,61,17,12,8,7,16.41,66.19,237.49,504.66,False
2024-09-07,apple_search,2198.5,57,31,20,18,16,13,38.57,70.92,109.92,137.41,False
2024-09-08,meta,6789.95,279,90,39,32,25,23,24.34,75.44,174.1,271.6,False
2024-09-08,google,11777.98,302,120,55,45,41,32,39.0,98.15,214.15,287.27,False
2024-09-08,tiktok,5726.35,262,68,19,13,9,6,21.86,84.21,301.39,636.26,False
2024-09-08,apple_search,2725.64,79,44,28,25,22,17,34.5,61.95,97.34,123.89,False
2024-09-09,meta,7863.01,301,115,53,45,37,27,26.12,68.37,148.36,212.51,False
2024-09-09,google,10388.19,340,136,69,58,53,35,30.55,76.38,150.55,196.0,False
2024-09-09,tiktok,6666.19,306,71,22,15,12,8,21.78,93.89,303.01,555.52,False
2024-09-09,apple_search,3706.31,96,52,32,29,24,21,38.61,71.28,115.82,154.43,False
2024-09-10,meta,7796.1,237,83,33,27,23,17,32.89,93.93,236.25,338.96,False
2024-09-10,google,12275.25,313,139,74,59,60,44,39.22,88.31,165.88,204.59,False
2024-09-10,tiktok,3988.51,201,49,14,9,7,5,19.84,81.4,284.89,569.79,False
2024-09-10,apple_search,2946.78,62,33,18,16,13,13,47.53,89.3,163.71,226.68,False
2024-09-11,meta,9761.84,314,115,50,43,33,25,31.09,84.89,195.24,295.81,False
2024-09-11,google,11033.73,330,132,67,56,51,35,33.44,83.59,164.68,216.35,False
2024-09-11,tiktok,5125.97,304,76,24,16,12,9,16.86,67.45,213.58,427.16,False
2024-09-11,apple_search,3088.31,77,43,25,22,19,19,40.11,71.82,123.53,162.54,False
2024-09-12,meta,4204.03,184,64,26,21,18,14,22.85,65.69,161.69,233.56,False
2024-09-12,google,6932.0,273,110,59,51,40,37,25.39,63.02,117.49,173.3,False
2024-09-12,tiktok,4593.81,209,55,15,10,7,5,21.98,83.52,306.25,656.26,False
2024-09-12,apple_search,3032.78,83,42,25,22,21,17,36.54,72.21,121.31,144.42,False
2024-09-13,meta,8019.05,308,105,46,37,32,27,26.04,76.37,174.33,250.6,False
2024-09-13,google,8992.61,334,133,67,55,48,39,26.92,67.61,134.22,187.35,False
2024-09-13,tiktok,5096.65,259,64,19,12,10,7,19.68,79.64,268.24,509.66,False
2024-09-13,apple_search,2062.45,58,31,19,17,15,13,35.56,66.53,108.55,137.5,False
2024-09-14,meta,7343.42,284,108,45,37,30,26,25.86,67.99,163.19,244.78,False
2024-09-14,google,7727.95,218,92,48,42,32,31,35.45,84.0,161.0,241.5,False
2024-09-14,tiktok,6843.91,329,76,22,15,11,8,20.8,90.05,311.09,622.17,False
2024-09-14,apple_search,2980.78,69,34,22,18,17,19,43.2,87.67,135.49,175.34,False
2024-09-15,meta,8057.67,273,95,42,34,29,21,29.52,84.82,191.85,277.85,False
2024-09-15,google,12133.67,374,162,81,71,57,50,32.44,74.9,149.8,212.87,False
2024-09-15,tiktok,3868.24,205,53,15,10,7,5,18.87,72.99,257.88,552.61,False
2024-09-15,apple_search,2836.68,74,40,22,18,17,15,38.33,70.92,128.94,166.86,False
2024-09-16,meta,9327.88,371,134,65,53,45,34,25.14,69.61,143.51,207.29,False
2024-09-16,google,13026.37,453,190,100,88,71,58,28.76,68.56,130.26,183.47,False
2024-09-16,tiktok,6131.8,325,81,23,15,12,9,18.87,75.7,266.6,510.98,False
2024-09-16,apple_search,2951.18,88,46,27,24,21,20,33.54,64.16,109.3,140.53,False
2024-09-17,meta,7097.43,318,122,54,45,34,31,22.32,58.18,131.43,208.75,False
2024-09-17,google,11300.33,381,159,70,58,48,39,29.66,71.07,161.43,235.42,False
2024-09-17,tiktok,5172.76,276,66,18,12,9,6,18.74,78.38,287.38,574.75,False
2024-09-17,apple_search,2856.54,72,40,25,20,21,19,39.67,71.41,114.26,136.03,False
2024-09-18,meta,6748.48,243,83,35,28,21,17,27.77,81.31,192.81,321.36,False
2024-09-18,google,11862.33,327,145,76,61,56,45,36.28,81.81,156.08,211.83,False
2024-09-18,tiktok,4436.39,262,67,20,14,10,6,16.93,66.21,221.82,443.64,False
2024-09-18,apple_search,2861.6,98,55,38,35,30,27,29.2,52.03,75.31,95.39,False
2024-09-19,meta,7945.83,252,88,41,33,28,23,31.53,90.29,193.8,283.78,False
2024-09-19,google,8896.88,283,112,55,44,37,36,31.44,79.44,161.76,240.46,False
2024-09-19,tiktok,3850.68,230,56,17,12,9,6,16.74,68.76,226.51,427.85,False
2024-09-19,apple_search,2926.9,68,41,24,22,20,16,43.04,71.39,121.95,146.34,False
2024-09-20,meta,7828.34,324,123,54,42,35,30,24.16,63.65,144.97,223.67,False
2024-09-20,google,8526.23,275,104,55,49,40,34,31.0,81.98,155.02,213.16,False
2024-09-20,tiktok,4839.41,285,74,22,15,10,8,16.98,65.4,219.97,483.94,False
2024-09-20,apple_search,2619.92,68,37,23,21,19,16,38.53,70.81,113.91,137.89,False
2024-09-21,meta,5430.79,216,75,30,25,20,16,25.14,72.41,181.03,271.54,False
2024-09-21,google,9829.0,299,129,66,55,45,44,32.87,76.19,148.92,218.42,False
2024-09-21,tiktok,3826.18,242,54,17,12,8,6,15.81,70.86,225.07,478.27,False
2024-09-21,apple_search,2634.89,87,43,27,23,21,19,30.29,61.28,97.59,125.47,False
2024-09-22,meta,7418.4,289,95,44,34,30,23,25.67,78.09,168.6,247.28,False
2024-09-22,google,8517.26,292,113,58,47,42,33,29.17,75.37,146.85,202.79,False
2024-09-22,tiktok,4396.19,261,62,18,12,9,7,16.84,70.91,244.23,488.47,False
2024-09-22,apple_search,3803.0,93,53,29,27,24,20,40.89,71.75,131.14,158.46,False
2024-09-23,meta,9374.52,330,112,51,40,36,25,28.41,83.7,183.81,260.4,False
2024-09-23,google,8638.48,263,114,57,46,39,34,32.85,75.78,151.55,221.5,False
2024-09-23,tiktok,3482.88,184,50,14,9,7,5,18.93,69.66,248.78,497.55,False
2024-09-23,apple_search,3149.42,89,48,27,25,21,21,35.39,65.61,116.65,149.97,False
2024-09-24,meta,5230.07,220,84,37,30,25,19,23.77,62.26,141.35,209.2,False
2024-09-24,google,9489.02,300,122,67,57,48,43,31.63,77.78,141.63,197.69,False
2024-09-24,tiktok,4603.34,243,58,17,11,8,6,18.94,79.37,270.78,575.42,False
2024-09-24,apple_search,3585.79,64,34,22,19,18,15,56.03,105.46,162.99,199.21,False
2024-09-25,meta,7078.62,217,76,32,25,21,19,32.62,93.14,221.21,337.08,False
2024-09-25,google,12669.98,381,156,76,65,59,45,33.25,81.22,166.71,214.75,False
2024-09-25,tiktok,1992.32,131,34,9,6,4,3,15.21,58.6,221.37,498.08,False
2024-09-25,apple_search,2716.5,80,43,24,20,20,18,33.96,63.17,113.19,135.82,False
2024-09-26,meta,7949.03,291,99,42,33,25,21,27.32,80.29,189.26,317.96,False
2024-09-26,google,9440.96,329,137,74,65,56,46,28.7,68.91,127.58,168.59,False
2024-09-26,tiktok,4917.98,250,64,20,14,11,6,19.67,76.84,245.9,447.09,False
2024-09-26,apple_search,2602.5,76,42,27,24,20,19,34.24,61.96,96.39,130.13,False
2024-09-27,meta,5122.14,188,68,31,25,19,16,27.25,75.33,165.23,269.59,False
2024-09-27,google,7091.93,274,111,54,45,37,36,25.88,63.89,131.33,191.67,False
2024-09-27,tiktok,3393.39,175,39,11,7,5,4,19.39,87.01,308.49,678.68,False
2024-09-27,apple_search,2660.66,71,41,26,22,19,19,37.47,64.89,102.33,140.03,False
2024-09-28,meta,7028.36,282,94,43,34,29,26,24.92,74.77,163.45,242.36,False
2024-09-28,google,7634.83,220,87,47,40,33,27,34.7,87.76,162.44,231.36,False
2024-09-28,tiktok,4649.31,243,61,17,11,8,6,19.13,76.22,273.49,581.16,False
2024-09-28,apple_search,2475.58,68,30,17,15,14,11,36.41,82.52,145.62,176.83,False
2024-09-29,meta,7974.37,351,114,52,41,34,26,22.72,69.95,153.35,234.54,False
2024-09-29,google,8875.8,376,164,89,76,58,55,23.61,54.12,99.73,153.03,False
2024-09-29,tiktok,6170.17,296,77,23,16,11,8,20.85,80.13,268.27,560.92,False
2024-09-29,apple_search,2813.54,85,42,23,20,17,16,33.1,66.99,122.33,165.5,False
2024-09-30,meta,8864.9,310,98,48,38,30,28,28.6,90.46,184.69,295.5,False
2024-09-30,google,9257.22,303,130,71,59,55,36,30.55,71.21,130.38,168.31,False
2024-09-30,tiktok,5774.21,285,76,22,15,11,8,20.26,75.98,262.46,524.93,False
2024-09-30,apple_search,3098.38,72,38,23,20,19,14,43.03,81.54,134.71,163.07,False
2024-10-01,meta,8132.12,301,100,43,35,23,22,27.02,81.32,189.12,353.57,False
2024-10-01,google,8662.4,305,122,62,55,46,40,28.4,71.0,139.72,188.31,False
2024-10-01,tiktok,4235.03,260,64,19,13,9,7,16.29,66.17,222.9,470.56,False
2024-10-01,apple_search,2857.42,80,47,30,25,24,22,35.72,60.8,95.25,119.06,False
2024-10-02,meta,8756.9,289,97,45,36,30,27,30.3,90.28,194.6,291.9,False
2024-10-02,google,9599.16,291,116,61,49,43,38,32.99,82.75,157.36,223.24,False
2024-10-02,tiktok,6395.11,353,85,27,18,13,10,18.12,75.24,236.86,491.93,False
2024-10-02,apple_search,3312.91,86,47,31,26,23,19,38.52,70.49,106.87,144.04,False
2024-10-03,meta,8134.18,315,118,53,42,36,29,25.82,68.93,153.48,225.95,False
2024-10-03,google,7697.69,335,144,75,64,55,45,22.98,53.46,102.64,139.96,False
2024-10-03,tiktok,4054.92,252,64,18,13,9,7,16.09,63.36,225.27,450.55,False
2024-10-03,apple_search,3290.94,84,46,29,25,23,21,39.18,71.54,113.48,143.08,False
2024-10-04,meta,5594.45,283,92,38,32,26,19,19.77,60.81,147.22,215.17,False
2024-10-04,google,8758.76,335,140,82,66,61,54,26.15,62.56,106.81,143.59,False
2024-10-04,tiktok,4991.51,275,67,20,14,10,8,18.15,74.5,249.58,499.15,False
2024-10-04,apple_search,2199.61,59,30,18,16,14,15,37.28,73.32,122.2,157.12,False
2024-10-05,meta,6703.15,269,94,40,32,28,22,24.92,71.31,167.58,239.4,False
2024-10-05,google,7367.4,230,94,49,43,32,29,32.03,78.38,150.36,230.23,False
2024-10-05,tiktok,4218.24,200,47,13,8,6,4,21.09,89.75,324.48,703.04,False
2024-10-05,apple_search,2307.17,66,39,26,22,21,18,34.96,59.16,88.74,109.87,False
2024-10-06,meta,7821.84,289,101,45,36,29,23,27.07,77.44,173.82,269.72,False
2024-10-06,google,9823.53,338,148,75,64,56,49,29.06,66.38,130.98,175.42,False
2024-10-06,tiktok,4707.2,262,66,18,12,9,7,17.97,71.32,261.51,523.02,False
2024-10-06,apple_search,2789.01,75,39,25,22,19,17,37.19,71.51,111.56,146.79,False
2024-10-07,meta,7552.34,280,101,44,37,32,22,26.97,74.78,171.64,236.01,False
2024-10-07,google,9610.06,293,121,69,58,50,43,32.8,79.42,139.28,192.2,False
2024-10-07,tiktok,3573.13,194,45,12,7,6,5,18.42,79.4,297.76,595.52,False
2024-10-07,apple_search,2901.37,65,34,20,17,16,15,44.64,85.33,145.07,181.34,False
2024-10-08,meta,6286.68,272,102,50,44,32,32,23.11,61.63,125.73,196.46,False
2024-10-08,google,9101.84,283,120,60,51,40,35,32.16,75.85,151.7,227.55,False
2024-10-08,tiktok,6280.52,325,81,24,17,11,9,19.32,77.54,261.69,570.96,False
2024-10-08,apple_search,2775.3,75,43,25,21,18,17,37.0,64.54,111.01,154.18,False
2024-10-09,meta,9099.02,329,107,46,36,29,25,27.66,85.04,197.8,313.76,False
2024-10-09,google,8145.96,307,128,66,55,49,42,26.53,63.64,123.42,166.24,False
2024-10-09,tiktok,5137.9,303,74,22,15,11,8,16.96,69.43,233.54,467.08,False
2024-10-09,apple_search,2714.42,67,37,24,22,17,18,40.51,73.36,113.1,159.67,False
2024-10-10,meta,7204.87,300,100,45,37,28,25,24.02,72.05,160.11,257.32,False
2024-10-10,google,10984.92,338,151,77,67,49,54,32.5,72.75,142.66,224.18,False
2024-10-10,tiktok,6496.61,324,73,22,14,11,8,20.05,88.99,295.3,590.6,False
2024-10-10,apple_search,2570.13,77,44,28,25,20,21,33.38,58.41,91.79,128.51,False
2024-10-11,meta,6154.58,214,79,39,31,29,21,28.76,77.91,157.81,212.23,False
2024-10-11,google,7652.34,245,111,55,47,38,32,31.23,68.94,139.13,201.38,False
2024-10-11,tiktok,5041.83,272,66,20,14,10,7,18.54,76.39,252.09,504.18,False
2024-10-11,apple_search,2282.7,63,35,20,18,16,12,36.23,65.22,114.13,142.67,False
2024-10-12,meta,5506.97,215,74,36,29,23,20,25.61,74.42,152.97,239.43,False
2024-10-12,google,7660.25,271,117,64,54,49,41,28.27,65.47,119.69,156.33,False
2024-10-12,tiktok,3291.81,241,61,17,12,9,6,13.66,53.96,193.64,365.76,False
2024-10-12,apple_search,2278.6,61,34,22,20,17,17,37.35,67.02,103.57,134.04,False
2024-10-13,meta,7156.42,311,107,49,40,33,26,23.01,66.88,146.05,216.86,False
2024-10-13,google,10900.7,317,128,73,63,46,42,34.39,85.16,149.32,236.97,False
2024-10-13,tiktok,2567.07,142,29,8,5,4,2,18.08,88.52,320.88,641.77,False
2024-10-13,apple_search,2839.14,72,42,27,24,21,22,39.43,67.6,105.15,135.2,False
2024-10-14,meta,5745.16,202,70,35,28,23,17,28.44,82.07,164.15,249.79,False
2024-10-14,google,10425.25,364,158,79,65,53,48,28.64,65.98,131.97,196.7,False
2024-10-14,tiktok,3416.84,180,44,12,8,6,4,18.98,77.66,284.74,569.47,False
2024-10-14,apple_search,2727.81,74,38,23,20,17,17,36.86,71.78,118.6,160.46,False
2024-10-15,meta,6483.55,263,97,45,36,30,26,24.65,66.84,144.08,216.12,False
2024-10-15,google,10095.36,305,123,57,48,40,37,33.1,82.08,177.11,252.38,False
2024-10-15,tiktok,5088.77,323,77,24,16,12,8,15.75,66.09,212.03,424.06,False
2024-10-15,apple_search,2867.65,60,32,20,17,15,15,47.79,89.61,143.38,191.18,False
2024-10-16,meta,7337.25,273,95,48,40,34,27,26.88,77.23,152.86,215.8,False
2024-10-16,google,9502.26,237,96,48,38,32,25,40.09,98.98,197.96,296.95,False
2024-10-16,tiktok,4613.44,286,75,22,14,10,7,16.13,61.51,209.7,461.34,False
2024-10-16,apple_search,2440.18,60,32,18,16,14,12,40.67,76.26,135.57,174.3,False
2024-10-17,meta,8706.21,286,102,45,36,31,26,30.44,85.35,193.47,280.85,False
2024-10-17,google,8237.74,273,116,59,51,43,40,30.17,71.02,139.62,191.58,False
2024-10-17,tiktok,2868.97,172,41,12,7,6,4,16.68,69.97,239.08,478.16,False
2024-10-17,apple_search,2583.3,59,31,20,17,16,16,43.78,83.33,129.16,161.46,False
2024-10-18,meta,6553.41,248,88,38,30,23,22,26.43,74.47,172.46,284.93,False
2024-10-18,google,7515.0,262,104,55,45,39,35,28.68,72.26,136.64,192.69,False
2024-10-18,tiktok,4718.9,268,61,21,15,11,7,17.61,77.36,224.71,428.99,False
2024-10-18,apple_search,2337.15,60,35,21,18,16,16,38.95,66.78,111.29,146.07,False
2024-10-19,meta,7798.12,346,125,55,40,37,30,22.54,62.38,141.78,210.76,False
2024-10-19,google,7992.96,273,107,57,49,42,37,29.28,74.7,140.23,190.31,False
2024-10-19,tiktok,4524.01,249,62,18,12,9,7,18.17,72.97,251.33,502.67,False
2024-10-19,apple_search,2848.17,92,50,25,23,19,16,30.96,56.96,113.93,149.9,False
2024-10-20,meta,6939.6,263,94,39,30,26,22,26.39,73.83,177.94,266.91,False
2024-10-20,google,9936.16,296,118,59,50,45,30,33.57,84.2,168.41,220.8,False
2024-10-20,tiktok,4358.4,219,50,15,10,7,6,19.9,87.17,290.56,622.63,False
2024-10-20,apple_search,2635.0,67,40,24,22,19,15,39.33,65.87,109.79,138.68,False
2024-10-21,meta,5104.9,199,73,34,28,21,20,25.65,69.93,150.14,243.09,False
2024-10-21,google,8138.21,281,117,60,53,41,33,28.96,69.56,135.64,198.49,False
2024-10-21,tiktok,4624.96,254,74,22,15,10,7,18.21,62.5,210.23,462.5,False
2024-10-21,apple_search,2478.09,68,40,26,23,20,19,36.44,61.95,95.31,123.9,False
2024-10-22,meta,6774.25,316,109,48,36,32,27,21.44,62.15,141.13,211.7,False
2024-10-22,google,8005.66,251,109,52,45,36,30,31.9,73.45,153.96,222.38,False
2024-10-22,tiktok,3301.12,206,57,17,11,9,6,16.02,57.91,194.18,366.79,False
2024-10-22,apple_search,3133.26,87,40,23,21,18,15,36.01,78.33,136.23,174.07,False
2024-10-23,meta,6632.0,214,74,36,30,27,21,30.99,89.62,184.22,245.63,False
2024-10-23,google,10290.1,395,169,87,76,67,51,26.05,60.89,118.28,153.58,False
2024-10-23,tiktok,3754.06,225,58,18,12,10,6,16.68,64.73,208.56,375.41,False
2024-10-23,apple_search,2675.34,65,40,25,21,20,18,41.16,66.88,107.01,133.77,False
2024-10-24,meta,7105.59,304,102,44,33,27,27,23.37,69.66,161.49,263.17,False
2024-10-24,google,10939.53,345,156,80,67,57,48,31.71,70.13,136.74,191.92,False
2024-10-24,tiktok,4323.83,279,70,21,15,11,7,15.5,61.77,205.9,393.08,False
2024-10-24,apple_search,2370.87,65,35,21,18,18,13,36.47,67.74,112.9,131.72,False
2024-10-25,meta,4349.67,189,64,29,24,20,14,23.01,67.96,149.99,217.48,False
2024-10-25,google,7232.79,260,113,65,56,46,37,27.82,64.01,111.27,157.23,False
2024-10-25,tiktok,3328.59,188,48,14,9,7,5,17.71,69.35,237.76,475.51,False
2024-10-25,apple_search,2406.94,69,38,25,22,19,16,34.88,63.34,96.28,126.68,False
2024-10-26,meta,6417.97,195,67,29,22,18,16,32.91,95.79,221.31,356.55,False
2024-10-26,google,7947.02,273,116,60,52,43,32,29.11,68.51,132.45,184.81,False
2024-10-26,tiktok,5442.17,310,75,21,14,10,8,17.56,72.56,259.15,544.22,False
2024-10-26,apple_search,2239.63,56,32,20,18,16,14,39.99,69.99,111.98,139.98,False
2024-10-27,meta,7516.4,327,118,52,44,31,32,22.99,63.7,144.55,242.46,False
2024-10-27,google,7218.86,233,97,50,43,34,31,30.98,74.42,144.38,212.32,False
2024-10-27,tiktok,3882.48,236,58,17,11,8,6,16.45,66.94,228.38,485.31,False
2024-10-27,apple_search,2980.11,73,38,24,21,19,16,40.82,78.42,124.17,156.85,False
2024-10-28,meta,5311.55,207,69,30,24,21,16,25.66,76.98,177.05,252.93,False
2024-10-28,google,9220.39,309,131,68,58,47,45,29.84,70.38,135.59,196.18,False
2024-10-28,tiktok,4260.64,215,54,15,10,8,5,19.82,78.9,284.04,532.58,False
2024-10-28,apple_search,2807.36,61,34,20,17,15,15,46.02,82.57,140.37,187.16,False
2024-10-29,meta,8321.89,315,105,51,40,30,28,26.42,79.26,163.17,277.4,False
2024-10-29,google,7838.87,294,121,64,56,43,37,26.66,64.78,122.48,182.3,False
2024-10-29,tiktok,4432.98,295,71,20,14,10,7,15.03,62.44,221.65,443.3,False
2024-10-29,apple_search,2290.44,76,38,23,20,20,15,30.14,60.27,99.58,114.52,False
2024-10-30,meta,9360.32,364,130,55,45,36,32,25.72,72.0,170.19,260.01,False
2024-10-30,google,7966.51,268,109,53,46,39,35,29.73,73.09,150.31,204.27,False
